district,city_corporation,upazila_thana,paurashava,union_ward,mauza,village_mahalla,location_name,hh_total,hh_general,hh_institutional,hh_others,pop_total,pop_male,pop_female,pop_hijra,sex_ratio,level
26,,62,,549,82,28,Bara Tasulya,309,307,0,2,1161,534,627,0,85.17,village
26,,62,,549,93,,Bhawadubi*,321,321,0,0,1188,512,676,0,75.74,mauza
26,,62,,549,93,28,Bhawadubi,321,321,0,0,1188,512,676,0,75.74,village
26,,62,,549,95,,Bil Palli*,550,547,0,3,2093,950,1142,1,83.19,mauza
26,,62,,549,95,28,Bil Palli,550,547,0,3,2093,950,1142,1,83.19,village
26,,62,,549,97,,Bipra Tasulya*,268,268,0,0,1179,552,627,0,88.04,mauza
26,,62,,549,97,28,Bipra Tasulya,198,198,0,0,927,446,481,0,92.72,village
26,,62,,549,97,48,Char Baguri,70,70,0,0,252,106,146,0,72.6,village
26,,62,,549,112,,Kagsur*,165,165,0,0,744,343,401,0,85.54,mauza
26,,62,,549,112,123,Chhota Tasulya,165,165,0,0,744,343,401,0,85.54,village
26,,62,,549,133,,Char Shailya*,128,128,0,0,493,211,281,1,75.09,mauza
26,,62,,549,133,48,Char Shailya,128,128,0,0,493,211,281,1,75.09,village
26,,62,,549,144,,Chhota Tasulya*,355,354,0,1,1406,669,737,0,90.77,mauza
26,,62,,549,144,48,Chhota Tasulya,355,354,0,1,1406,669,737,0,90.77,village
26,,62,,549,145,,Chuna Kathibil*,178,178,0,0,677,291,386,0,75.39,mauza
26,,62,,549,145,368,Sahebganj,178,178,0,0,677,291,386,0,75.39,village
26,,62,,549,180,,Deotala*,469,469,0,0,1689,731,958,0,76.3,mauza
26,,62,,549,180,68,Dari Deotala,114,114,0,0,409,174,235,0,74.04,village
26,,62,,549,180,76,Deotala,267,267,0,0,1023,450,573,0,78.53,village
26,,62,,549,180,308,Padrikanda,88,88,0,0,257,107,150,0,71.33,village
26,,62,,549,279,,Ghoshpara*,276,270,0,6,1289,659,630,0,104.6,mauza
26,,62,,549,279,128,Ghoshpara,276,270,0,6,1289,659,630,0,104.6,village
26,,62,,549,281,,Golla*,571,561,1,9,2034,872,1162,0,75.04,mauza
26,,62,,549,281,28,Bara Golla,110,108,1,1,421,186,235,0,79.15,village
26,,62,,549,281,48,Chhota Golla,135,133,0,2,387,160,227,0,70.48,village
26,,62,,549,281,208,Krishnanagar,101,96,0,5,393,162,231,0,70.13,village
26,,62,,549,281,216,Kumar Golla,117,117,0,0,413,184,229,0,80.35,village
26,,62,,549,281,248,Matabbartek,108,107,0,1,420,180,240,0,75,village
26,,62,,549,381,,Jamsha*,121,120,0,1,366,171,195,0,87.69,mauza
26,,62,,549,381,28,Bhurakhali,121,120,0,1,366,171,195,0,87.69,village
26,,62,,549,427,,Khagail*,102,100,0,2,417,185,232,0,79.74,mauza
26,,62,,549,427,308,Pashchim Shantinagar,102,100,0,2,417,185,232,0,79.74,village
26,,62,,549,429,,Khanepur*,453,453,0,0,1773,783,990,0,79.09,mauza
26,,62,,549,429,48,Chak Khanepur,151,151,0,0,623,277,346,0,80.06,village
26,,62,,549,429,208,Khanepur,302,302,0,0,1150,506,644,0,78.57,village
26,,62,,549,430,,Khanepur Kandi*,152,151,0,1,660,301,359,0,83.84,mauza
26,,62,,549,430,208,Kanda Khanepur,152,151,0,1,660,301,359,0,83.84,village
26,,62,,549,469,,Lalsree*,175,175,0,0,634,274,360,0,76.11,mauza
26,,62,,549,469,208,Kashinagar,91,91,0,0,304,124,180,0,68.89,village
26,,62,,549,469,368,Shahajadpur,84,84,0,0,330,150,180,0,83.33,village
26,,62,,549,550,,Nayansree*,484,481,1,2,1886,850,1036,0,82.05,mauza
26,,62,,549,550,268,Nayansree,484,481,1,2,1886,850,1036,0,82.05,village
26,,62,,549,616,,Pashchim Shaytankathi*,113,113,0,0,400,160,240,0,66.67,mauza
26,,62,,549,616,308,Purba Shantinagar,113,113,0,0,400,160,240,0,66.67,village
26,,62,,549,621,,Purba Shaytankathi (Part)*,139,139,0,0,539,262,277,0,94.58,mauza
26,,62,,549,621,308,Purba Shantinagar,139,139,0,0,539,262,277,0,94.58,village
26,,62,,549,684,,Radhakantapur*,372,369,0,3,1423,626,797,0,78.54,mauza
26,,62,,549,684,348,Radhakantapur,372,369,0,3,1423,626,797,0,78.54,village
26,,62,,549,685,,Rahuthati*,171,169,0,2,648,277,371,0,74.66,mauza
26,,62,,549,685,348,Rahuthati,171,169,0,2,648,277,371,0,74.66,village
26,,62,,549,722,,Sapleja*,92,92,0,0,383,188,195,0,96.41,mauza
26,,62,,549,722,368,Sapleja,92,92,0,0,383,188,195,0,96.41,village
26,,62,,549,723,,Shailya*,288,288,0,0,1023,421,602,0,69.93,mauza
26,,62,,549,723,368,Shailya,288,288,0,0,1023,421,602,0,69.93,village
26,,62,,549,726,,Sherpur (Part)*,217,217,0,0,849,367,482,0,76.14,mauza
26,,62,,549,726,28,Bakchar,217,217,0,0,849,367,482,0,76.14,village
26,,62,,549,773,,Tuintal*,845,832,2,11,3272,1445,1827,0,79.09,mauza
26,,62,,549,773,46,Afjalnagar,81,78,0,3,317,144,173,0,83.24,village
26,,62,,549,773,48,Char Tuintal,144,143,1,0,561,248,313,0,79.23,village
26,,62,,549,773,268,Natun Tuintal,88,84,1,3,401,193,208,0,92.79,village
26,,62,,549,773,388,Tuintal,532,527,0,5,1993,860,1133,0,75.9,village
26,,62,,549,807,,Uttar Bahra*,384,381,1,2,1606,756,850,0,88.94,mauza
26,,62,,549,807,268,Nabinagar,99,98,0,1,337,144,193,0,74.61,village
26,,62,,549,807,408,Uttar Bahra,285,283,1,1,1269,612,657,0,93.15,village
26,,62,,715,,,Shikaripara Union,5068,4987,0,81,18974,8658,10316,0,83.93,union_ward
26,,62,,715,,,Rural,5068,4987,0,81,18974,8658,10316,0,83.93,union_ward
26,,62,,715,,,Urban,0,0,0,0,0,0,0,0,0,union_ward
26,,62,,715,98,,Bishampur*,292,287,0,5,1011,469,542,0,86.53,mauza
26,,62,,715,98,28,Bishampur,292,287,0,5,1011,469,542,0,86.53,village
26,,62,,715,131,,Char Baguri*,25,25,0,0,84,40,44,0,90.91,mauza
26,,62,,715,131,48,Char Baguri,25,25,0,0,84,40,44,0,90.91,village
26,,62,,715,276,,Gangadia*,185,184,0,1,713,325,388,0,83.76,mauza
26,,62,,715,276,128,Gangadia,185,184,0,1,713,325,388,0,83.76,village
26,,62,,715,312,,Hagradi*,443,440,0,3,1801,838,963,0,87.02,mauza
26,,62,,715,312,148,Hagradi,385,383,0,2,1567,717,850,0,84.35,village
26,,62,,715,312,268,Narasinghapur,58,57,0,1,234,121,113,0,107.08,village
26,,62,,715,503,,Maheshpur*,125,123,0,2,476,209,267,0,78.28,mauza
26,,62,,715,503,248,Maheshpur,125,123,0,2,476,209,267,0,78.28,village
26,,62,,715,509,,Manikanda*,523,518,0,5,1915,902,1013,0,89.04,mauza
26,,62,,715,509,57,Anandanagar,165,165,0,0,606,275,331,0,83.08,village
26,,62,,715,509,248,Manikanda,358,353,0,5,1309,627,682,0,91.94,village
26,,62,,715,551,,Nurpurpatti*,290,283,0,7,997,454,543,0,83.61,mauza
26,,62,,715,551,28,Bhadrakanda,90,84,0,6,305,151,154,0,98.05,village
26,,62,,715,551,268,Natti,93,93,0,0,298,140,158,0,88.61,village
26,,62,,715,551,276,Nurpur,82,81,0,1,292,121,171,0,70.76,village
26,,62,,715,551,368,Sonargaon,25,25,0,0,102,42,60,0,70,village
26,,62,,715,613,,Panjiprahari*,960,956,0,4,3779,1711,2068,0,82.74,mauza
26,,62,,715,613,28,Baktarnagar,396,396,0,0,1590,734,856,0,85.75,village
26,,62,,715,613,128,Garibpur,254,250,0,4,1002,459,543,0,84.53,village
26,,62,,715,613,308,Panjiprahari,310,310,0,0,1187,518,669,0,77.43,village
26,,62,,715,726,,Sherpur (Part)*,256,253,0,3,895,383,512,0,74.8,mauza
26,,62,,715,726,268,Nayadangi,81,80,0,1,277,115,162,0,70.99,village
26,,62,,715,726,368,Sherpur,175,173,0,2,618,268,350,0,76.57,village
26,,62,,715,727,,Shibpur*,135,132,0,3,511,237,274,0,86.5,mauza
26,,62,,715,727,368,Shibpur,135,132,0,3,511,237,274,0,86.5,village
26,,62,,715,728,,Shikaripara*,922,889,0,33,3312,1509,1803,0,83.69,mauza
26,,62,,715,728,208,Kandarpapur,167,167,0,0,526,231,295,0,78.31,village
26,,62,,715,728,228,Laskarkanda,189,185,0,4,778,376,402,0,93.53,village
26,,62,,715,728,368,Shikaripara,566,537,0,29,2008,902,1106,0,81.56,village
26,,62,,715,735,,Sonatala*,220,218,0,2,808,375,433,0,86.61,mauza
26,,62,,715,735,48,Char Sonatala,110,108,0,2,409,186,223,0,83.41,village
26,,62,,715,735,368,Sonatala,110,110,0,0,399,189,210,0,90,village
26,,62,,715,736,,Sujapur*,692,679,0,13,2672,1206,1466,0,82.26,mauza
26,,62,,715,736,68,Daudpur,248,238,0,10,1011,471,540,0,87.22,village
26,,62,,715,736,268,Narayanpur,198,198,0,0,750,328,422,0,77.73,village
26,,62,,715,736,368,Sujapur,246,243,0,3,911,407,504,0,80.75,village
26,,62,,724,,,Sholla Union,10895,10849,5,41,42719,20100,22613,6,88.89,union_ward
26,,62,,724,,,Rural,10895,10849,5,41,42719,20100,22613,6,88.89,union_ward
26,,62,,724,,,Urban,0,0,0,0,0,0,0,0,0,union_ward
26,,62,,724,33,,Ajgara*,123,123,0,0,506,253,253,0,100,mauza
26,,62,,724,33,52,Ajgara,123,123,0,0,506,253,253,0,100,village
26,,62,,724,36,,Aona*,804,801,0,3,2941,1361,1580,0,86.14,mauza
26,,62,,724,36,48,Chak Aona,158,156,0,2,566,263,303,0,86.8,village
26,,62,,724,36,56,Chak Matabpur,221,221,0,0,738,385,353,0,109.07,village
26,,62,,724,36,58,Aona,264,264,0,0,996,433,563,0,76.91,village
26,,62,,724,36,148,Hayatkanda,161,160,0,1,641,280,361,0,77.56,village
26,,62,,724,71,,Balukhanda*,1745,1741,2,2,7136,3361,3775,0,89.03,mauza
26,,62,,724,71,65,Atkahania,332,331,1,0,1417,701,716,0,97.91,village
26,,62,,724,71,68,Dakkhin Balukhanda,655,654,1,0,2614,1196,1418,0,84.34,village
26,,62,,724,71,76,Dudhghata,248,248,0,0,1011,471,540,0,87.22,village
26,,62,,724,71,408,Uttar Balukhanda,510,508,0,2,2094,993,1101,0,90.19,village
26,,62,,724,178,,Dattakhanda*,706,703,0,3,2718,1272,1446,0,87.97,mauza
26,,62,,724,178,68,Dattakhanda,706,703,0,3,2718,1272,1446,0,87.97,village
26,,62,,724,431,,Khatia*,1056,1040,1,15,3932,1929,2001,2,96.4,mauza
26,,62,,724,431,208,Khatia,607,600,0,7,2305,1071,1234,0,86.79,village
26,,62,,724,431,216,Khatia Majhpara,259,250,1,8,1004,545,457,2,119.26,village
26,,62,,724,431,348,Ruparchar,190,190,0,0,623,313,310,0,100.97,village
26,,62,,724,434,,Konda*,258,257,0,1,1015,474,541,0,87.62,mauza
26,,62,,724,434,208,Kartikpur,103,103,0,0,395,190,205,0,92.68,village
26,,62,,724,434,216,Konda,155,154,0,1,620,284,336,0,84.52,village
26,,62,,724,437,,Kumulli*,229,228,0,1,986,527,459,0,114.81,mauza
26,,62,,724,437,208,Kumulli,229,228,0,1,986,527,459,0,114.81,village
26,,62,,724,504,,Mahishdia*,285,285,0,0,1153,524,629,0,83.31,mauza
26,,62,,724,504,248,Mahishdia,285,285,0,0,1153,524,629,0,83.31,village
26,,62,,724,617,,Patiljhap*,922,920,0,2,3556,1627,1929,0,84.34,mauza
26,,62,,724,617,28,Baishnal,203,202,0,1,769,370,399,0,92.73,village
26,,62,,724,617,308,Patiljhap,403,402,0,1,1538,693,845,0,82.01,village
26,,62,,724,617,368,Sholanagar,316,316,0,0,1249,564,685,0,82.34,village
26,,62,,724,729,,Sholla*,976,975,0,1,4086,1991,2095,0,95.04,mauza
26,,62,,724,729,28,Boali,165,165,0,0,798,425,373,0,113.94,village
26,,62,,724,729,68,Dakkhin Sholla,226,225,0,1,994,488,506,0,96.44,village
26,,62,,724,729,368,Sholla,585,585,0,0,2294,1078,1216,0,88.65,village
26,,62,,724,731,,Singhara*,1879,1873,0,6,7428,3438,3990,0,86.17,mauza
26,,62,,724,731,41,Abdani,123,121,0,2,462,209,253,0,82.61,village
26,,62,,724,731,48,Chak Singhara,303,301,0,2,1199,552,647,0,85.32,village
26,,62,,724,731,56,Chakoria,300,299,0,1,1206,545,661,0,82.45,village
26,,62,,724,731,64,Chandrakhola Nayahati,238,238,0,0,848,351,497,0,70.62,village
26,,62,,724,731,188,Jhanjhania,163,163,0,0,716,346,370,0,93.51,village
26,,62,,724,731,308,Parashura,227,226,0,1,901,420,481,0,87.32,village
26,,62,,724,731,368,Singhara,525,525,0,0,2096,1015,1081,0,93.89,village
26,,62,,724,732,,Singjor*,1066,1062,0,4,3936,1825,2107,4,86.62,mauza
26,,62,,724,732,48,Chak Singjor,123,123,0,0,453,211,242,0,87.19,village
26,,62,,724,732,368,Singjor,703,702,0,1,2557,1192,1365,0,87.33,village
26,,62,,724,732,376,Sonapur,240,237,0,3,926,422,500,4,84.4,village
26,,62,,724,804,,Ulail*,846,841,2,3,3326,1518,1808,0,83.96,mauza
26,,62,,724,804,248,Madanmohanpur,412,411,0,1,1571,729,842,0,86.58,village
26,,62,,724,804,368,Sultanpur,141,141,0,0,574,261,313,0,83.39,village
26,,62,,724,804,408,Ulail,293,289,2,2,1181,528,653,0,80.86,village
26,,72,,,,,Savar Upazila,742699,710931,599,31169,2311796,1215525,1096087,184,110.9,upazila_thana
26,,72,,,,,Rural,550814,527112,372,23330,1695279,892219,802889,171,111.13,upazila_thana
26,,72,,,,,Urban,191885,183819,227,7839,616517,323306,293198,13,110.27,upazila_thana
26,,72,80,,,,Savar Paurashava,113484,108832,122,4530,384105,198719,185374,12,107.2,paurashava
26,,72,80,1,,,Ward No. 01,13289,13151,9,129,46144,23272,22872,0,101.75,union_ward
26,,72,80,1,33,,Amarpur*,620,620,0,0,2757,1334,1423,0,93.75,mauza
26,,72,80,1,33,56,Amarpur,404,404,0,0,1625,781,844,0,92.54,village
26,,72,80,1,33,308,Porabari,216,216,0,0,1132,553,579,0,95.51,village
26,,72,80,1,66,,Badda (Part)*,4453,4414,1,38,14079,7098,6981,0,101.68,mauza
26,,72,80,1,66,28,Badda Bhatpara,2042,2030,0,12,6576,3287,3289,0,99.94,village
26,,72,80,1,66,30,Badda Uttar-C,2289,2262,1,26,7112,3625,3487,0,103.96,village
26,,72,80,1,66,208,Kazir Chanda -A,122,122,0,0,391,186,205,0,90.73,village
26,,72,80,1,97,,Bhatpara*,3154,3098,4,52,11014,5644,5370,0,105.1,mauza
26,,72,80,1,97,36,Bhatpara,3154,3098,4,52,11014,5644,5370,0,105.1,village
26,,72,80,1,183,,Dakkhin Baktarpur (Part)*,351,347,0,4,1367,700,667,0,104.95,mauza
26,,72,80,1,183,28,Baktarpur Uttar-B,351,347,0,4,1367,700,667,0,104.95,village
26,,72,80,1,400,,Jamsing*,2737,2711,2,24,10221,5040,5181,0,97.28,mauza
26,,72,80,1,400,188,Jamsing,2635,2609,2,24,9852,4868,4984,0,97.67,village
26,,72,80,1,400,388,Teuty,102,102,0,0,369,172,197,0,87.31,village
26,,72,80,1,441,,Dakkhin Kanchanpur*,350,349,0,1,1381,681,700,0,97.29,mauza
26,,72,80,1,441,208,Kanchanpur,350,349,0,1,1381,681,700,0,97.29,village
26,,72,80,1,558,,Nayabari*,1119,1114,0,5,3377,1748,1629,0,107.31,mauza
26,,72,80,1,558,268,Nayabari,1119,1114,0,5,3377,1748,1629,0,107.31,village
26,,72,80,1,693,,Raribari (Part)*,505,498,2,5,1948,1027,921,0,111.51,mauza
26,,72,80,1,693,348,Raribari -A,505,498,2,5,1948,1027,921,0,111.51,village
26,,72,80,2,,,Ward No. 02,6211,5939,4,268,22363,11278,11084,1,101.75,union_ward
26,,72,80,2,35,,Arapara*,2873,2816,2,55,10088,4972,5115,1,97.2,mauza
26,,72,80,2,35,63,Arapara,653,632,0,21,2167,1086,1081,0,100.46,village
26,,72,80,2,35,208,Kazir Chandra-B,1710,1681,2,27,5903,2901,3001,1,96.67,village
26,,72,80,2,35,368,Sutar Noadda,510,503,0,7,2018,985,1033,0,95.35,village
26,,72,80,2,183,,Dakkhin Baktarpur (Part)*,1628,1532,0,96,5872,2943,2929,0,100.48,mauza
26,,72,80,2,183,68,Dakkhin Baktarpur,1628,1532,0,96,5872,2943,2929,0,100.48,village
26,,72,80,2,732,,Savar (Part)*,1710,1591,2,117,6403,3363,3040,0,110.63,mauza
26,,72,80,2,732,392,Savar Uttar Bazar-C,472,395,0,77,1633,911,722,0,126.18,village
26,,72,80,2,732,400,Savar Uttarpara,1238,1196,2,40,4770,2452,2318,0,105.78,village
26,,72,80,3,,,Ward No. 03,11231,10713,12,506,38830,20226,18602,2,108.73,union_ward
26,,72,80,3,67,,Badda (Part)*,7282,6897,6,379,24670,12857,11811,2,108.86,mauza
26,,72,80,3,67,28,Binodbaid,2796,2666,2,128,9507,4957,4548,2,108.99,village
26,,72,80,3,67,68,Dakkhin Badda,3686,3501,3,182,12230,6294,5936,0,106.03,village
26,,72,80,3,67,348,Rajar Noadda (Malancha),800,730,1,69,2933,1606,1327,0,121.02,village
26,,72,80,3,399,,Jaleshwar*,3949,3816,6,127,14160,7369,6791,0,108.51,mauza
26,,72,80,3,399,188,Jaleshwar,3949,3816,6,127,14160,7369,6791,0,108.51,village
26,,72,80,4,,,Ward No. 04,4181,4122,1,58,16312,8135,8177,0,99.49,union_ward
26,,72,80,4,732,,Savar (Part)*,4181,4122,1,58,16312,8135,8177,0,99.49,mauza
26,,72,80,4,732,128,Goshpara,308,302,0,6,1287,633,654,0,96.79,village
26,,72,80,4,732,208,Kazi Mokmapara,1473,1455,0,18,5588,2762,2826,0,97.74,village
26,,72,80,4,732,368,Savar Bazar - Def,970,952,0,18,3588,1809,1779,0,101.69,village
26,,72,80,4,732,376,Savar Dakkhinpara,1016,1004,1,11,4275,2127,2148,0,99.02,village
26,,72,80,4,732,384,Savar Madhyapara,201,198,0,3,734,376,358,0,105.03,village
26,,72,80,4,732,409,Kabirajpara,213,211,0,2,840,428,412,0,103.88,village
26,,72,80,5,,,Ward No. 05,9349,8992,12,345,35377,18329,17048,0,107.51,union_ward
26,,72,80,5,78,,Bara Balimehar (Part)*,1860,1782,1,77,6391,3220,3171,0,101.55,mauza
26,,72,80,5,78,408,Uttar Talbag,1860,1782,1,77,6391,3220,3171,0,101.55,village
26,,72,80,5,145,,Chhota Balimeher*,7489,7210,11,268,28986,15109,13877,0,108.88,mauza
26,,72,80,5,145,28,Bank Colony,6742,6559,10,173,26164,13773,12391,0,111.15,village
26,,72,80,5,145,308,Palpara,201,199,0,2,772,374,398,0,93.97,village
26,,72,80,5,145,316,Parbatinagar,546,452,1,93,2050,962,1088,0,88.42,village
26,,72,80,6,,,Ward No. 06,23092,21531,10,1551,70257,37272,32984,1,113,union_ward
26,,72,80,6,79,,Bara Balimeher (Part)*,2625,2486,0,139,8652,4429,4222,1,104.9,mauza
26,,72,80,6,79,68,Dakkhin Talbag,2625,2486,0,139,8652,4429,4222,1,104.9,village
26,,72,80,6,85,,Baraigram (Part)*,1110,988,1,121,3066,1654,1412,0,117.14,mauza
26,,72,80,6,85,28,Baraigram,1110,988,1,121,3066,1654,1412,0,117.14,village
26,,72,80,6,185,,Dakkhin Dariapur*,7869,7350,3,516,25412,13503,11909,0,113.38,mauza
26,,72,80,6,185,36,Bhagalpur,1896,1865,1,30,6332,3201,3131,0,102.24,village
26,,72,80,6,185,68,Dakkhin Dariapur,2437,2361,1,75,7606,3979,3627,0,109.7,village
26,,72,80,6,185,348,Rajabari,3190,2805,1,384,10342,5725,4617,0,124,village
26,,72,80,6,185,388,Tarapur Saopara,346,319,0,27,1132,598,534,0,111.99,village
26,,72,80,6,444,,Karnapara*,6551,6067,2,482,18057,9721,8336,0,116.61,mauza
26,,72,80,6,444,208,Karnapara,6037,5768,2,267,16722,8814,7908,0,111.46,village
26,,72,80,6,444,408,Ulail,514,299,0,215,1335,907,428,0,211.92,village
26,,72,80,6,445,,Katlapur*,4317,4060,4,253,13162,6954,6208,0,112.02,mauza
26,,72,80,6,445,208,Katlapur,4317,4060,4,253,13162,6954,6208,0,112.02,village
26,,72,80,6,736,,Sherpur*,620,580,0,40,1908,1011,897,0,112.71,mauza
26,,72,80,6,736,208,Khalitakhali,187,155,0,32,605,347,258,0,134.5,village
26,,72,80,6,736,368,Sherpur,433,425,0,8,1303,664,639,0,103.91,village
26,,72,80,7,,,Ward No. 07,19820,18809,44,967,69213,36092,33113,8,109,union_ward
26,,72,80,7,30,,Aich Noadda*,3661,3498,13,150,14360,7484,6876,0,108.84,mauza
26,,72,80,7,30,50,Aich Noadda Shahibag,3661,3498,13,150,14360,7484,6876,0,108.84,village
26,,72,80,7,182,,Dagarmora*,5616,5242,11,363,19937,10100,9829,8,102.76,mauza
26,,72,80,7,182,68,Dagarmora,4881,4620,3,258,17253,8889,8356,8,106.38,village
26,,72,80,7,182,348,Radio Colony,735,622,8,105,2684,1211,1473,0,82.21,village
26,,72,80,7,369,,Imandipur*,4327,4183,4,140,14739,7622,7117,0,107.1,mauza
26,,72,80,7,369,168,Imandipur,4327,4183,4,140,14739,7622,7117,0,107.1,village
26,,72,80,7,516,,Majidpur*,5388,5136,12,240,17263,9348,7915,0,118.1,mauza
26,,72,80,7,516,248,Majidpur,5388,5136,12,240,17263,9348,7915,0,118.1,village
26,,72,80,7,775,,Tatti*,828,750,4,74,2914,1538,1376,0,111.77,mauza
26,,72,80,7,775,388,Tatti Dilkhoshabag,828,750,4,74,2914,1538,1376,0,111.77,village
26,,72,80,8,,,Ward No. 08,11308,11142,16,150,38771,19579,19192,0,102.02,union_ward
26,,72,80,8,691,,Rajasan*,11308,11142,16,150,38771,19579,19192,0,102.02,mauza
26,,72,80,8,691,128,Ghasmahal,627,626,0,1,2101,1063,1038,0,102.41,village
26,,72,80,8,691,248,Mollapara,115,114,0,1,359,174,185,0,94.05,village
26,,72,80,8,691,348,Rajasan,10566,10402,16,148,36311,18342,17969,0,102.08,village
26,,72,80,9,,,Ward No. 09,15003,14433,14,556,46838,24536,22302,0,110.02,union_ward
26,,72,80,9,34,,Anandapur*,3664,3506,3,155,12070,6300,5770,0,109.19,mauza
26,,72,80,9,34,57,Anandapur,2880,2739,2,139,9532,5027,4505,0,111.59,village
26,,72,80,9,34,368,Sarkarbari,194,194,0,0,701,352,349,0,100.86,village
26,,72,80,9,34,388,Tiabari,590,573,1,16,1837,921,916,0,100.55,village
26,,72,80,9,190,,Dakkhin Ramchandrapur (Part)*,1922,1812,3,107,6903,3594,3309,0,108.61,mauza
26,,72,80,9,190,28,Bank Town,1922,1812,3,107,6903,3594,3309,0,108.61,village
26,,72,80,9,301,,Genda (Part)*,9130,8850,7,273,26904,14135,12769,0,110.7,mauza
26,,72,80,9,301,128,Genda,9130,8850,7,273,26904,14135,12769,0,110.7,village
26,,72,80,9,302,,Gerda*,19,16,1,2,72,44,28,0,157.14,mauza
26,,72,80,9,302,128,Gerda,19,16,1,2,72,44,28,0,157.14,village
26,,72,80,9,628,,Purba Bhabanipur*,268,249,0,19,889,463,426,0,108.69,mauza
26,,72,80,9,628,308,Purba Bhabanipur,268,249,0,19,889,463,426,0,108.69,village
26,,72,,109,,,Amin Bazar Union,12954,12344,22,588,47588,25487,22096,5,115.35,union_ward
26,,72,,109,,,Rural,12954,12344,22,588,47588,25487,22096,5,115.35,union_ward
26,,72,,109,,,Urban,0,0,0,0,0,0,0,0,0,union_ward
26,,72,,109,80,,Bara Baradeshi*,4870,4662,7,201,16191,8490,7698,3,110.29,mauza
26,,72,,109,80,308,Pashchim Baradeshi,1793,1693,3,97,6298,3318,2979,1,111.38,village
26,,72,,109,80,316,Purba Baradeshi,3077,2969,4,104,9893,5172,4719,2,109.6,village
26,,72,,109,92,,Begunbari*,6706,6385,10,311,25084,13102,11980,2,109.37,mauza
26,,72,,109,92,28,Binodbari,454,449,1,4,1698,859,839,0,102.38,village
26,,72,,109,92,48,Chandranarayanpur,132,121,0,11,507,253,254,0,99.61,village
26,,72,,109,92,68,Dewanbari,180,174,0,6,644,321,323,0,99.38,village
26,,72,,109,92,76,Dhobarai,589,582,1,6,2215,1105,1110,0,99.55,village
26,,72,,109,92,128,Gopalpur,117,112,0,5,451,229,222,0,103.15,village
26,,72,,109,92,148,Hijla,1298,1244,0,54,4888,2562,2326,0,110.15,village
26,,72,,109,92,248,Mamdhi Mridhartek,197,191,0,6,627,350,277,0,126.35,village
26,,72,,109,92,256,Maniknagar,350,327,1,22,1265,680,584,1,116.44,village
26,,72,,109,92,264,Marichartek,224,222,0,2,904,449,455,0,98.68,village
26,,72,,109,92,268,Narasinghapur,219,217,0,2,861,411,450,0,91.33,village
26,,72,,109,92,308,Panchgachhia,264,261,1,2,1161,670,490,1,136.73,village
26,,72,,109,92,316,Pashchim Begunbari,1215,1125,2,88,4476,2427,2049,0,118.45,village
26,,72,,109,92,324,Purba Begunbari,882,832,1,49,3177,1635,1542,0,106.03,village
26,,72,,109,92,368,Shibpur,273,259,2,12,1083,508,575,0,88.35,village
26,,72,,109,92,376,Sujanagar,312,269,1,42,1127,643,484,0,132.85,village
26,,72,,109,728,,Salepur*,1378,1297,5,76,6313,3895,2418,0,161.08,mauza
26,,72,,109,728,48,Chanpur,369,356,4,9,2733,1997,736,0,271.33,village
26,,72,,109,728,368,Salepur,1009,941,1,67,3580,1898,1682,0,112.84,village
26,,72,,118,,,Ashulia Union,109253,102435,68,6750,317117,169412,147685,20,114.71,union_ward
26,,72,,118,,,Rural,84727,79934,50,4743,245509,131153,114336,20,114.71,union_ward
26,,72,,118,,,Urban,24526,22501,18,2007,71608,38259,33349,0,114.72,union_ward
26,,72,,118,37,,Aukpara*,6082,5819,6,257,18315,9700,8615,0,112.59,mauza
26,,72,,118,37,16,Aukpara Adarshagram,1470,1454,0,16,4456,2314,2142,0,108.03,village
26,,72,,118,37,67,Aukpara,4612,4365,6,241,13859,7386,6473,0,114.1,village
26,,72,,118,77,,Bara Ashulia*,24526,22501,18,2007,71608,38259,33349,0,114.72,mauza
26,,72,,118,77,8,Ashulia,16160,15020,13,1127,48519,25633,22886,0,112,village
26,,72,,118,77,388,Tangabari (Part-4),8366,7481,5,880,23089,12626,10463,0,120.67,village
26,,72,,118,82,,Bara Paragaon*,3540,3299,2,239,11565,6206,5359,0,115.81,mauza
26,,72,,118,82,268,Nayapara,347,346,0,1,1164,561,603,0,93.03,village
26,,72,,118,82,308,Paragram,2895,2680,2,213,9335,5126,4209,0,121.79,village
26,,72,,118,82,368,Sheolateki,298,273,0,25,1066,519,547,0,94.88,village
26,,72,,118,83,,Bara Rangamatia*,15806,15304,11,491,41899,22616,19283,0,117.28,mauza
26,,72,,118,83,68,Durgapur (Part),13954,13570,10,374,36808,19948,16860,0,118.32,village
26,,72,,118,83,348,Rangamatia,1852,1734,1,117,5091,2668,2423,0,110.11,village
26,,72,,118,90,,Basaid*,10533,10102,8,423,32139,17363,14772,4,117.54,mauza
26,,72,,118,90,28,Basaid,2009,1957,2,50,5678,3046,2632,0,115.73,village
26,,72,,118,90,48,Charabag,3491,3197,4,290,10954,6253,4697,4,133.13,village
26,,72,,118,90,63,Aragaon,747,744,2,1,2671,1416,1255,0,112.83,village
26,,72,,118,90,68,Dosaid,1759,1721,0,38,5733,2999,2734,0,109.69,village
26,,72,,118,90,208,Kumkumari,2527,2483,0,44,7103,3649,3454,0,105.65,village
